"site_name","site_code","asset_number","asset_id","easting","northing","ev_charger","lamp_type","next_electrical_test_date","structural_test_classification","next_structural_test_year"
"Bellenden Road",22500202,1069.00,"2655L20",533938.3,176381.8,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Bellenden Road",22500202,1074.00,"2655L27",533951.2,176256.28,"Not Applicable","LED","2025/2026","Green","2026/2027"
"Bellenden Road",22500202,1077.00,"2655L30",533965.68,176177.38,"Not Applicable","LED","2025/2026","Green","2026/2027"
"Benhill Road",22500214,1113.00,"2215L14",532951.68,176927.32,"Not Applicable","LED","2028/2029","Low Amber","2024/2025"
"Benhill Road",22500214,1114.00,"2215L15",532944.44,176894.92,"Not Applicable","LED","2028/2029","Low Amber","2024/2025"
"Benhill Road",22500214,1116.00,"2215L17",532974.08,176847.82,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Benhill Road",22500214,1118.00,"2215L19",532967.64,176816.62,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Benhill Road",22500214,1123.00,"2215L05",532896.8,177198.82,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Bermondsey Street",22500218,1139.00,"11L24",533218.78,179775.84,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Bermondsey Street",22500218,1159.00,"11L09",533279.29,179415.22,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Bermondsey Wall East",22500224,88888.03,"200L19",534787.41,179742.88,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Bermondsey Wall West",22500227,88888.01,"201L07",534129,179836,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Bethwin Road",22500231,1247.00,"1056L04",532353.21,177480.61,"Not Applicable","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Bevington Street",22500236,1270.00,"202L01",534314.51,179491.46,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Bevington Street",22500236,1271.00,"202L02",534317,179512,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Bevington Street",22500236,8678.01,"202L13",534442.05,179702.92,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Bird In Bush Road",22500242,1289.00," 2437L02",534654.12,177479.32,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Bittern Street",22500247,1316.00,"1452L01",532176.15,179769.71,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Bittern Street",22500247,1317.00,"1452L02",532167,179747,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Bittern Street",22500247,1317.03,"1452L05",532142.93,179707.52,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Bittern Street",22500247,1317.05,"1452L07",532173.42,179691.98,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Black Swan Yard",22500248,1325.00,"57L02",533247.23,179801.07,"Not Applicable","LED","2030/2031",4,"2029/2030"
"Blackwater Street",22500259,88888.07,"2312L07",533642.87,174772.07,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Blanchedowne",22500264,1454.00,"2110L08",532795.8,175557.9,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Blanchedowne",22500264,1457.00,"2110L11",532742.6,175533.6,"Not Applicable","LED","2028/2029","Low Amber","2024/2025"
"Blanchedowne",22500264,1462.00,"2110L16",532781.8,175489.8,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Blenheim Grove",22500267,1471.00,"2719L03",534008.73,176192.54,"Not Applicable","LED","2025/2026","Green","2026/2027"
"Blenheim Grove",22500267,1472.00,"2719L04",534020.2,176207.32,"Not Applicable","LED","2025/2026","Green","2026/2027"
"Blenheim Grove",22500267,1478.00,"2719L10",534128.82,176252.97,"Not Applicable","LED","2025/2026","Green","2026/2027"
"Blenheim Grove",22500267,1484.00,"2719L16",534213.74,176290.14,"Not Applicable","LED","2025/2026","Green","2026/2027"
"Blucher Road",22500269,1491.00,"2014L06",532361.4,177090.47,"Not Applicable","Compact Flourescent","2022/2023","Not Applicable","2022/2023"
"Blue Anchor Lane",22500270,1495.00,"116L04",534529,178908,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Borland Road",22500282,100002.00,"2609L07A",535462,175117,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Borough High Street",22500284,1573.00,"1140L01",532211.03,179521,"Not Applicable","LED","2022/2023","New Item (Test After 15yrs)","2025/2026"
"Borough High Street",22500284,1575.00,"1140L03",532236.39,179547.25,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Borough High Street",22500284,1582.00,"1140L10",532411.73,179703.62,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Borough Road",22500290,1596.00,"1397L12",531824.44,179470.89,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Borough Road",22500290,1598.00,"1397L14",531859.6,179477.37,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Borough Road",22500290,1601.00,"1397L17",531901.88,179496.94,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Borough Road",22500290,1607.00,"1397L23",532026.73,179515.75,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Borough Road",22500290,1613.00,"1397L27",532082.41,179523.74,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Boundary Row",22500296,1638.03,"1005L07",531549.43,179855.75,"Not Applicable","LED","2028/2029","Limitation","2024/2025"
"Bournemouth Road",22500297,1645.00," 2793L04",534414.88,176264.04,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Bowen Drive",22500298,1654.00,"2805L06",533357.8,171765.15,"Not Applicable","LED","Not Applicable","Limitation","2025/2026"
"Bowen Drive",22500298,1662.00,"2805L14",533341.22,172002.99,"Not Applicable","LED","Not Applicable","High Amber","2025/2026"
"Bowen Drive",22500298,1673.00,"2805L25",533283.94,172310.69,"Not Applicable","LED","Not Applicable","Limitation","2025/2026"
"Boyfield Street",22500308,1700.00,"1442L03",531820.31,179645.61,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Braganza Street",22500312,1718.00,"1027L10",531758.48,178198.54,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Braganza Street",22500312,1723.00,"1027L17",531852.3,178131.4,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Brandon Street",22500317,1767.00,"1090L13",532540.79,178530.79,"Not Applicable","LED","2027/2028","Green","2026/2027"
"Brayards Road",22500320,1790.00," 2487L24",534957.67,176282.99,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Brayards Road",22500320,1809.00," 2487L09",534684.55,176205.74,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Brayards Road",22500320,1810.00,"2487L08",534652.9,176207.94,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Brayards Road",22500320,1811.00," 2487L07",534625.88,176202.78,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Brayards Road",22500320,1812.00," 2487L06",534606.48,176187.62,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Brayards Road",22500320,1817.00," 2487L01",534521.04,176178.05,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Brenchley Gardens",22500325,1826.00," 2532L10",535336.79,174351.15,"Not Applicable","LED","2024/2025","New Item (Test After 15yrs)","2034/2035"
"Brenchley Gardens",22500325,1835.00," 2532L19",535587.99,174496.48,"Not Applicable","LED","2024/2025","Green","2026/2027"
"Brenchley Gardens",22500325,1838.00," 2532L22",535656.91,174539.71,"Not Applicable","LED","2024/2025","Green","2026/2027"
"Brenchley Gardens",22500325,1842.00," 2532L26",535750.54,174633.89,"Not Applicable","LED","2024/2025","New Item (Test After 15yrs)","2034/2035"
"Brenchley Gardens",22500325,1847.00," 2532L32",535861.09,174776.26,"Not Applicable","LED","2024/2025","Low Amber","2026/2027"
"Brenchley Gardens",22500325,1849.00," 2532L35",535886.29,174858.05,"Not Applicable","LED","2024/2025","Green","2026/2027"
"Brettell Street",22500331,1855.00,"1329L01",532826.33,178216.52,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Brisbane Street",22500334,2214.00,"2212L01",532646.68,177263.38,"Not Applicable","LED","2028/2029","Low Amber","2022/2023"
"Brisbane Street",22500334,2215.00,"2212L03",532694.34,177211.9,"Not Applicable","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Broadwall",22500336,88888.04,"1246L03",531380,180411,"Not Applicable","SON","2024/2025","New Item (Test After 15yrs)","2039/2040"
"Broadwall",22500336,88888.07,"1246L05",531388,180378,"Not Applicable","SON","2024/2025","Low Amber","2024/2025"
"Brockley Way",22500342,2247.01," 2339L07",535920.17,174884.37,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Brockley Way",22500342,2250.00," 2339L11",536005.63,174828.74,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Bromar Road",22500346,2259.00,"2156L03",533401.35,175818.68,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Brook Drive",22500349,2264.00,"1376L01",531849.51,178913.4,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Browning Street",22500354,2285.00,"1080L10",532496.62,178571.71,"Not Applicable","LED","2027/2028","Green","2026/2027"
"Brunel Road",22500356,2293.00,"252L03",535154.16,179634.33,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Brunel Road",22500356,2305.00,"252L15",535397.43,179845.52,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Brunel Road",22500356,2308.00,"252L18",535446.9,179915.19,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Brunel Road",22500356,2313.00,"252L23",535510.98,179993.84,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Brunswick Quay",22500361,2346.00,"0471L17",536043,179199.2,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Brunswick Quay",22500361,2349.00,"0471L20",535999.64,179152.59,"Not Applicable","LED","2029/2030","Green","2022/2023"
"Brunswick Quay",22500361,2361.00,"0471L32",536096.65,179186.89,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Brunswick Quay",22500361,2362.00,"0471L33",536119.8,179187.1,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Brunswick Quay",22500361,2365.00,"0471L35",536095.8,179217.6,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Brunswick Quay",22500361,2366.00,"0471L36",536083.8,179246.7,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Brunswick Quay",22500361,2368.00,"0471L38",536094.9,179247.9,"Not Applicable","LED","2028/2029","Green","2022/2023"
"Bryan Road",22500365,2375.00,"286L01",536548.8,179751.1,"Not Applicable","LED","2030/2031","Green","2022/2023"
"Buchan Road",22500366,2383.00,"2177L06",535318.7,175876.92,"Not Applicable","Cosmo","2026/2027","Low Amber","2026/2027"
"Buckstone Close",22500367,2385.00," 2832L01",535244.38,174205.63,"Not Applicable","LED","2024/2025","Low Amber","2026/2027"
"Burbage Close",22500372,2409.00,"1267L01",532644.79,179256.42,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Burbage Road",22500373,2414.00,"2074L05",533026.56,173821.03,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Burbage Road",22500373,2429.00,"2074L20",532774.7,173966.95,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Burbage Road",22500373,2433.00,"2074L24",532694.86,173998.83,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Burbage Road",22500373,2448.01,"2074L40",532438.4,174166.23,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Burbage Road",22500373,2456.00,"2074L49",532364.64,174329.7,"Not Applicable","LED","2023/2024","Limitation","2025/2026"
"Burchell Road",22500377,100000.00,"2456L04",534850.71,176681.41,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Burrell Street",22500379,2459.00,"1520L02",531684,180271,"Not Applicable","LED","2027/2028","Green","2024/2025"
"Bush Road",22500385,2480.00,"189L06",535822.2,178706.2,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Bush Road",22500385,100002.00,"189L01",535779.6,178773.8,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Cadiz Street",22500388,2543.00,"1688L04",532452.68,178150.18,"Not Applicable","LED","2027/2028","Green","2022/2023"
"Calton Avenue",22500391,2548.00,"2298L01",533262.82,174597.02,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Calton Avenue",22500391,2552.00,"2298L05",533279.04,174501.45,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Calton Avenue",22500391,2560.00,"2298L13",533252.79,174300.73,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Calton Avenue",22500391,2561.00,"2298L14",533229.53,174283.04,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Camberwell Green",22500399,2597.00,"2029L09",532601.88,176826.76,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Camberwell Green",22500399,2608.00,"2029L20",532523.6,176785.6,"Not Applicable","LED","2022/2023","New Item (Test After 15yrs)","2025/2026"
"Camberwell Green",22500399,100000.00,"2029X01",532584,176923,"Not Applicable","LED","2029/2030","Green","Not Applicable"
"Camberwell Green",22500399,100002.00,"2029X03",532607,176944,"Not Applicable","LED","2029/2030","Green","Not Applicable"
"Camberwell Green",22500399,100003.00,"2029X04",532617,176958,"Not Applicable","LED","2029/2030","Green","Not Applicable"
"Camberwell Grove",22500402,2614.00,"2138L01",532825,176684,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Camberwell Grove",22500402,2636.00,"2138L23",533130,176098,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Camberwell Road",22500417,2685.00,"2064L10",532403.44,177666.1,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Camberwell Road",22500417,2687.00,"2064L01",532461.79,177879.9,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Camberwell Road",22500417,2688.00,"2064L02",532453.86,177854.45,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Camberwell Road",22500417,2716.00,"2064L29",532442.82,177204.64,"Not Applicable","LED","2022/2023","Green","2022/2023"
"Camberwell Road",22500417,88888.13,"2064L13D",532437.99,177558.46,"Not Applicable","LED","2022/2023","New Item (Test After 15yrs)","2025/2026"
"Camberwell Station Road",22500423,2737.08,"2050L15",532182.05,176616.79,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Camberwell Station Road",22500423,2737.12,"2050L19",532117.53,176569.88,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Camberwell Station Road",22500423,2737.13,"2050L20",532114.27,176550.28,"Not Applicable","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Camilla Road",22500426,2744.00,"117L07",534552,178622,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Camilla Road",22500426,2745.00,"117L08",534543.1,178640.3,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Camilla Road",22500426,2749.00,"117L12",534544,178709,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Camilla Road",22500426,2750.00,"117L13",534553,178726,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Canon Beck Road",22500434,2773.00,"253L09",535518.8,179825.5,"Not Applicable","LED","2026/2027","Green","2022/2023"
"Carden Road",22500440,2798.00,"2644L01",534716.46,175618.35,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Carden Road",22500440,2803.00,"2644L06",534787.83,175535.95,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Carden Road",22500440,2804.00,"2644L07",534792.24,175514.66,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Carlton Grove",22500449,2814.00," 2449L10",534748.41,177007.04,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Carter Place",22500454,2828.00,"1378L04",532260.89,178144.62,"Not Applicable","CDO-TT","2022/2023","Green","2022/2023"
"Carter Street",22500455,2835.00,"1379L03",532088.87,178026.06,"Not Applicable","LED","2025/2026","Green","2022/2023"
"Carver Road",22500456,2858.00,"2081L16",532056.23,174435.97,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Casino Avenue",22500457,2886.00,"2095L08",532545.2,175044.2,"Not Applicable","LED","2028/2029","Low Amber","2025/2026"
"Casino Avenue",22500457,2894.00,"2095L31",532749.55,174978.17,"Not Applicable","LED","2028/2029","Green","2025/2026"
"Catesby Street",22500462,2923.00,"1292L02",532866.33,178658.84,"Not Applicable","LED","2027/2028","Green","2026/2027"
"Catlin Street",22500465,2938.00,"132L01",534663.32,178264.32,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Catlin Street",22500465,2939.00,"132L02",534675,178277,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Cator Street",22500466,2958.00," 2688L07",533807.45,177187.4,"Not Applicable","LED","2022/2023","Low Amber","2024/2025"
"Cator Street",22500466,2966.00," 2688L19",533725.9,177627.9,"Not Applicable","LED","2022/2023","New Item (Test After 15yrs)","2037/2038"
"Cator Street",22500466,2973.00," 2688L03",533827.66,177109.17,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Caulfield Road",22500467,2982.00," 2475L07",534914.38,176346.4,"Not Applicable","LED","2028/2029","Green","2026/2027"
"Chadwick Road",22500469,2998.00,"2158L06",534086.86,176140.83,"Not Applicable","LED","2028/2029","Low Amber","2026/2027"
"Champion Grove",22500476,3039.02,"2167L07",532984.89,175916.82,"Not Applicable","LED","2029/2030","Low Amber","2024/2025"
"Champion Grove",22500476,3039.03,"2167L08",532966.32,175929.67,"Not Applicable","LED","2029/2030","Green","2024/2025"
"Champion Hill",22500477,3041.00,"2136L01",532785.21,175857.37,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Champion Hill",22500477,3044.00,"2136L04",532848.1,175783.56,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Champion Hill",22500477,3046.00,"2136L06",532879.9,175727.36,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Champion Hill",22500477,3055.00,"2136L15",532906.19,175522.89,"Not Applicable","LED","2028/2029","Low Amber","2024/2025"
"Champion Hill",22500477,3067.00,"2136L22",533083.92,175654,"Not Applicable","LED","2028/2029","Green","2024/2025"
"Champion Park",22500481,3075.00,"2166L09",532771.52,176039.82,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Champion Park",22500481,3077.00,"2166L07",532823.44,176062.06,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Champion Park",22500481,3081.00,"2166L03",532928.8,176106.9,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Champion Park",22500481,3082.00,"2166L02",532958.24,176106.32,"Not Applicable","LED","2022/2023","Green","2024/2025"
"Chancel Street",22500484,3089.00,"1517L02",531749.98,180169.55,"Not Applicable","LED","2027/2028","Low Amber","2024/2025"
"Charleston Street",22500488,31121.00,"1075L07",532351.2,178589.84,"Not Applicable","LED","2027/2028","Green","2026/2027"
"Chatham Street",22500489,3130.00,"1119L07",532753.56,178807.5,"Not Applicable","LED","2027/2028","Green","2026/2027"
"Chatham Street",22500489,3134.04,"1119L15",532925.84,178847.28,"Not Applicable","LED","2027/2028","Green","2026/2027"
"Chaucer Drive",22500491,3136.00,"900L02",533794.76,178581.26,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Chaucer Drive",22500491,3140.00,"900L06",533750.4,178508.9,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Cheam Street",22500492,3146.00,"2968L01",534978.2,175822.17,"Not Applicable","Cosmo","2026/2027","Low Amber","2026/2027"
"Cheam Street",22500492,3147.00,"2968L02",534986.15,175803.78,"Not Applicable","Cosmo","2026/2027","Low Amber","2026/2027"
"Cheltenham Road",22500493,3155.00,"2640L08",535436.26,174909.8,"Not Applicable","LED","2024/2025","Green","2026/2027"
"Cheltenham Road",22500493,3158.00,"2640L11",535504.14,174861.42,"Not Applicable","LED","2024/2025","Green","2026/2027"
